"name"	"SN1999aa"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2006AJ....131..527J'>2006AJ....131..527J</a>"	"alias"	"2"
"source"	"name"	"<a href='http://heracles.astro.berkeley.edu/sndb/info'>UCB Filippenko Group's Supernova Database (SNDB)</a>"	"alias"	"3"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"4"	"secondary"	"1"
"source"	"name"	"VSNET 2001"	"alias"	"5"
"source"	"name"	"S.Jha et al., 2005, astro-ph/0509234"	"alias"	"6"
"source"	"name"	"D.Yu.Tsvetkov, N.N.Pavlyuk. In preparation."	"alias"	"7"
"photometry"	"timeunit"	"MJD"	"time"	"51246.25"	"band"	"B"	"abmag"	"15.629"	"aberr"	"0.012"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51246.25"	"band"	"V"	"abmag"	"15.371"	"aberr"	"0.007"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51246.25"	"band"	"R"	"abmag"	"15.448"	"aberr"	"0.010"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51246.25"	"band"	"I"	"abmag"	"15.682"	"aberr"	"0.010"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51246.25"	"band"	"B"	"abmag"	"15.63"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51246.25"	"band"	"I"	"abmag"	"15.68"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51246.25"	"band"	"R"	"abmag"	"15.45"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51246.25"	"band"	"U"	"abmag"	"15.53"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51246.25"	"band"	"V"	"abmag"	"15.37"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51246.8"	"band"	"C"	"abmag"	"15.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51247.22"	"band"	"V"	"instrument"	"kait2"	"abmag"	"15.40400"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51247.22"	"band"	"R"	"instrument"	"kait2"	"abmag"	"15.45400"	"aberr"	"0.01600"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51247.22"	"band"	"B"	"instrument"	"kait2"	"abmag"	"15.70000"	"aberr"	"0.01200"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51247.22"	"band"	"I"	"instrument"	"kait2"	"abmag"	"15.86400"	"aberr"	"0.04000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51248.13"	"band"	"U"	"abmag"	"15.826"	"aberr"	"0.036"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51248.13"	"band"	"B"	"abmag"	"15.806"	"aberr"	"0.012"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51248.13"	"band"	"V"	"abmag"	"15.454"	"aberr"	"0.007"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51248.13"	"band"	"R"	"abmag"	"15.531"	"aberr"	"0.009"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51248.13"	"band"	"I"	"abmag"	"15.779"	"aberr"	"0.012"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51248.13"	"band"	"B"	"abmag"	"15.81"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51248.13"	"band"	"I"	"abmag"	"15.78"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51248.13"	"band"	"R"	"abmag"	"15.53"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51248.13"	"band"	"U"	"abmag"	"15.83"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51248.13"	"band"	"V"	"abmag"	"15.45"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51248.9"	"band"	"C"	"abmag"	"15.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51249.0"	"band"	"C"	"abmag"	"15.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51249.09"	"band"	"B"	"abmag"	"15.91"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51249.09"	"band"	"I"	"abmag"	"15.87"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51249.09"	"band"	"R"	"abmag"	"15.6"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51249.09"	"band"	"V"	"abmag"	"15.49"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51249.2"	"band"	"C"	"abmag"	"15.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51249.21"	"band"	"V"	"instrument"	"kait2"	"abmag"	"15.52900"	"aberr"	"0.01200"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51249.21"	"band"	"R"	"instrument"	"kait2"	"abmag"	"15.53600"	"aberr"	"0.01500"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51249.21"	"band"	"I"	"instrument"	"kait2"	"abmag"	"15.90200"	"aberr"	"0.03300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51249.21"	"band"	"B"	"instrument"	"kait2"	"abmag"	"15.92800"	"aberr"	"0.01200"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51249.87"	"band"	"C"	"abmag"	"16.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51249.94"	"band"	"C"	"abmag"	"16"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51250.24"	"band"	"U"	"abmag"	"16.199"	"aberr"	"0.037"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51250.24"	"band"	"B"	"abmag"	"16.058"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51250.24"	"band"	"V"	"abmag"	"15.554"	"aberr"	"0.008"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51250.24"	"band"	"R"	"abmag"	"15.572"	"aberr"	"0.010"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51250.24"	"band"	"I"	"abmag"	"15.837"	"aberr"	"0.011"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51250.24"	"band"	"B"	"abmag"	"16.06"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51250.24"	"band"	"I"	"abmag"	"15.84"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51250.24"	"band"	"R"	"abmag"	"15.57"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51250.24"	"band"	"U"	"abmag"	"16.2"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51250.24"	"band"	"V"	"abmag"	"15.55"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51250.66"	"band"	"C"	"abmag"	"16.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51251.17"	"band"	"V"	"instrument"	"kait2"	"abmag"	"15.59000"	"aberr"	"0.07500"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51251.17"	"band"	"B"	"instrument"	"kait2"	"abmag"	"16.13700"	"aberr"	"0.12500"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51251.77"	"band"	"B"	"abmag"	"16.45"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51251.77"	"band"	"I"	"abmag"	"15.75"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51251.77"	"band"	"R"	"abmag"	"15.69"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51251.77"	"band"	"V"	"abmag"	"15.7"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51252.1"	"band"	"B"	"abmag"	"16.26"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51252.1"	"band"	"I"	"abmag"	"15.82"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51252.1"	"band"	"R"	"abmag"	"15.66"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51252.1"	"band"	"V"	"abmag"	"15.64"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51252.19"	"band"	"U"	"abmag"	"16.506"	"aberr"	"0.038"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51252.19"	"band"	"B"	"abmag"	"16.302"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51252.19"	"band"	"V"	"abmag"	"15.688"	"aberr"	"0.008"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51252.19"	"band"	"R"	"abmag"	"15.646"	"aberr"	"0.011"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51252.19"	"band"	"I"	"abmag"	"15.772"	"aberr"	"0.012"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51252.19"	"band"	"B"	"abmag"	"16.3"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51252.19"	"band"	"I"	"abmag"	"15.77"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51252.19"	"band"	"R"	"abmag"	"15.65"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51252.19"	"band"	"U"	"abmag"	"16.51"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51252.19"	"band"	"V"	"abmag"	"15.69"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51252.81"	"band"	"C"	"abmag"	"16"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51252.86"	"band"	"C"	"abmag"	"16"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51252.91"	"band"	"C"	"abmag"	"16"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51253.23"	"band"	"R"	"instrument"	"kait2"	"abmag"	"15.62300"	"aberr"	"0.01200"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51253.23"	"band"	"V"	"instrument"	"kait2"	"abmag"	"15.72300"	"aberr"	"0.01100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51253.23"	"band"	"I"	"instrument"	"kait2"	"abmag"	"15.79500"	"aberr"	"0.03400"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51253.23"	"band"	"B"	"instrument"	"kait2"	"abmag"	"16.35400"	"aberr"	"0.01800"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51253.53"	"band"	"C"	"abmag"	"16.2"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51253.77"	"band"	"B"	"abmag"	"16.5"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51253.77"	"band"	"I"	"abmag"	"15.65"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51253.77"	"band"	"R"	"abmag"	"15.72"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51253.77"	"band"	"V"	"abmag"	"15.76"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51253.86"	"band"	"C"	"abmag"	"16"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51254.17"	"band"	"B"	"abmag"	"16.51"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51254.17"	"band"	"I"	"abmag"	"15.86"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51254.17"	"band"	"R"	"abmag"	"15.66"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51254.17"	"band"	"U"	"abmag"	"16.86"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51254.17"	"band"	"V"	"abmag"	"15.76"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51254.86"	"band"	"C"	"abmag"	"16"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51254.9"	"band"	"C"	"abmag"	"16.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51255.0"	"band"	"C"	"abmag"	"16"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51255.07"	"band"	"B"	"abmag"	"16.61"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51255.07"	"band"	"I"	"abmag"	"15.84"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51255.07"	"band"	"R"	"abmag"	"15.67"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51255.07"	"band"	"U"	"abmag"	"16.91"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51255.07"	"band"	"V"	"abmag"	"15.8"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51255.91"	"band"	"C"	"abmag"	"15.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51256.8"	"band"	"C"	"abmag"	"16.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51256.87"	"band"	"C"	"abmag"	"16.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51257.12"	"band"	"B"	"abmag"	"16.78"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51257.12"	"band"	"I"	"abmag"	"15.71"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51257.12"	"band"	"V"	"abmag"	"15.87"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51257.73"	"band"	"B"	"abmag"	"17.04"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51257.73"	"band"	"I"	"abmag"	"15.52"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51257.73"	"band"	"R"	"abmag"	"15.78"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51257.73"	"band"	"V"	"abmag"	"16"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51257.8"	"band"	"C"	"abmag"	"15.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51257.85"	"band"	"C"	"abmag"	"16.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51257.86"	"band"	"C"	"abmag"	"16.2"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51257.91"	"band"	"C"	"abmag"	"15.95"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51258.0"	"band"	"C"	"abmag"	"16.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51258.13"	"band"	"C"	"abmag"	"16.2"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51258.22"	"band"	"U"	"abmag"	"17.236"	"aberr"	"0.055"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51258.22"	"band"	"B"	"abmag"	"16.914"	"aberr"	"0.040"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51258.22"	"band"	"R"	"abmag"	"15.710"	"aberr"	"0.037"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51258.22"	"band"	"I"	"abmag"	"15.630"	"aberr"	"0.039"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51258.22"	"band"	"B"	"abmag"	"16.91"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51258.22"	"band"	"U"	"abmag"	"17.24"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51258.81"	"band"	"C"	"abmag"	"15.97"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51259.21"	"band"	"I"	"instrument"	"kait2"	"abmag"	"15.67900"	"aberr"	"0.03300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51259.21"	"band"	"R"	"instrument"	"kait2"	"abmag"	"15.69600"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51259.21"	"band"	"V"	"instrument"	"kait2"	"abmag"	"16.00000"	"aberr"	"0.01200"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51259.21"	"band"	"B"	"instrument"	"kait2"	"abmag"	"16.88200"	"aberr"	"0.02000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51259.83"	"band"	"C"	"abmag"	"16.01"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51260.85"	"band"	"C"	"abmag"	"16.27"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51260.92"	"band"	"C"	"abmag"	"16.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51261.12"	"band"	"U"	"abmag"	"17.409"	"aberr"	"0.040"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51261.12"	"band"	"B"	"abmag"	"17.130"	"aberr"	"0.015"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51261.12"	"band"	"V"	"abmag"	"16.051"	"aberr"	"0.010"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51261.12"	"band"	"R"	"abmag"	"15.729"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51261.12"	"band"	"I"	"abmag"	"15.609"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51261.12"	"band"	"I"	"abmag"	"15.61"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51261.12"	"band"	"R"	"abmag"	"15.73"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51261.12"	"band"	"U"	"abmag"	"17.41"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51261.12"	"band"	"V"	"abmag"	"16.05"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51261.92"	"band"	"C"	"abmag"	"16.2"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51263.11"	"band"	"B"	"abmag"	"17.33"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51263.11"	"band"	"I"	"abmag"	"15.67"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51263.11"	"band"	"R"	"abmag"	"15.83"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51263.11"	"band"	"V"	"abmag"	"16.15"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51265.11"	"band"	"B"	"abmag"	"17.41"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51265.11"	"band"	"I"	"abmag"	"15.69"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51265.11"	"band"	"R"	"abmag"	"15.92"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51265.11"	"band"	"V"	"abmag"	"16.26"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51265.75"	"band"	"I"	"abmag"	"15.71"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51265.75"	"band"	"R"	"abmag"	"15.95"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51265.75"	"band"	"V"	"abmag"	"16.37"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51266.79"	"band"	"C"	"abmag"	"16.26"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51267.75"	"band"	"I"	"abmag"	"15.82"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51267.75"	"band"	"R"	"abmag"	"16.21"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51267.75"	"band"	"V"	"abmag"	"16.57"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51267.96"	"band"	"C"	"abmag"	"16.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51268.84"	"band"	"C"	"abmag"	"16.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51268.86"	"band"	"C"	"abmag"	"16.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51269.74"	"band"	"I"	"abmag"	"16.08"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51269.74"	"band"	"R"	"abmag"	"16.2"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51269.74"	"band"	"V"	"abmag"	"16.48"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51269.93"	"band"	"C"	"abmag"	"16.6"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51271.88"	"band"	"C"	"abmag"	"16.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51271.91"	"band"	"C"	"abmag"	"16.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51272.95"	"band"	"C"	"abmag"	"16.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51273.17"	"band"	"I"	"instrument"	"kait2"	"abmag"	"16.13300"	"aberr"	"0.04000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51273.17"	"band"	"R"	"instrument"	"kait2"	"abmag"	"16.37600"	"aberr"	"0.01600"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51273.17"	"band"	"V"	"instrument"	"kait2"	"abmag"	"16.73700"	"aberr"	"0.01400"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51273.17"	"band"	"B"	"instrument"	"kait2"	"abmag"	"17.73300"	"aberr"	"0.03400"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51273.89"	"band"	"C"	"abmag"	"16.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51274.28"	"band"	"B"	"abmag"	"17.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51274.28"	"band"	"I"	"abmag"	"16.22"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51274.28"	"band"	"V"	"abmag"	"16.76"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51275.11"	"band"	"B"	"abmag"	"17.85"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51275.11"	"band"	"I"	"abmag"	"16.26"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51275.11"	"band"	"R"	"abmag"	"16.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51275.11"	"band"	"V"	"abmag"	"16.79"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51275.15"	"band"	"U"	"abmag"	"18.123"	"aberr"	"0.060"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51275.15"	"band"	"B"	"abmag"	"18.025"	"aberr"	"0.043"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51275.15"	"band"	"I"	"abmag"	"16.235"	"aberr"	"0.041"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51275.15"	"band"	"B"	"abmag"	"18.02"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51275.15"	"band"	"I"	"abmag"	"16.23"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51275.15"	"band"	"U"	"abmag"	"18.12"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51276.84"	"band"	"C"	"abmag"	"16.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51276.87"	"band"	"C"	"abmag"	"16.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51277.83"	"band"	"C"	"abmag"	"16.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51277.88"	"band"	"C"	"abmag"	"17.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51277.89"	"band"	"C"	"abmag"	"16.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51277.94"	"band"	"C"	"abmag"	"17.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51278.18"	"band"	"I"	"instrument"	"kait2"	"abmag"	"16.42100"	"aberr"	"0.05400"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51278.18"	"band"	"R"	"instrument"	"kait2"	"abmag"	"16.58500"	"aberr"	"0.01400"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51278.18"	"band"	"V"	"instrument"	"kait2"	"abmag"	"16.92400"	"aberr"	"0.01500"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51278.18"	"band"	"B"	"instrument"	"kait2"	"abmag"	"17.81500"	"aberr"	"0.03400"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51279.14"	"band"	"U"	"abmag"	"18.184"	"aberr"	"0.042"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51279.14"	"band"	"B"	"abmag"	"17.973"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51279.14"	"band"	"V"	"abmag"	"16.982"	"aberr"	"0.010"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51279.14"	"band"	"R"	"abmag"	"16.622"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51279.14"	"band"	"I"	"abmag"	"16.432"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51279.14"	"band"	"B"	"abmag"	"17.97"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51279.14"	"band"	"I"	"abmag"	"16.43"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51279.14"	"band"	"R"	"abmag"	"16.62"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51279.14"	"band"	"U"	"abmag"	"18.18"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51279.14"	"band"	"V"	"abmag"	"16.98"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51279.15"	"band"	"B"	"abmag"	"17.92"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51279.15"	"band"	"I"	"abmag"	"16.46"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51279.15"	"band"	"R"	"abmag"	"16.66"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51279.15"	"band"	"V"	"abmag"	"16.93"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51279.85"	"band"	"C"	"abmag"	"16.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51280.96"	"band"	"B"	"abmag"	"17.98"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51280.96"	"band"	"I"	"abmag"	"16.73"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51280.96"	"band"	"R"	"abmag"	"16.8"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51280.96"	"band"	"U"	"abmag"	"18.27"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51280.96"	"band"	"V"	"abmag"	"17.1"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"51281.14"	"band"	"B"	"abmag"	"17.983"	"aberr"	"0.017"	"source"	"1,2"
