"name"	"SN2002bo"
"source"	"name"	"<a href='https://www.nhn.ou.edu/~suspect/'>SUSPECT</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=astro-ph/0309665&amp;db_key=AST'>astro-ph/0309665</a>"	"alias"	"2"
"source"	"name"	"<a href='http://heracles.astro.berkeley.edu/sndb/info'>UCB Filippenko Group's Supernova Database (SNDB)</a>"	"alias"	"3"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"4"	"secondary"	"1"
"source"	"name"	"VSNET Oct2003"	"alias"	"5"
"source"	"name"	"S.Benetti et al., 2004, MNRAS, 348, 261;  astro-ph/0309665"	"alias"	"6"
"source"	"name"	"M.Hicken et al., 2009, astro-ph/0901.4787"	"alias"	"7"
"source"	"name"	"G.M.Szabo et al., 2003, A&A, 408, 915; astro-ph/0306606"	"alias"	"8"
"source"	"name"	"K.Krisciunas et al., 2004, AJ, 128, 3034; astro-ph/0409036"	"alias"	"9"
"source"	"name"	"D.Yu.Tsvetkov, 2004 (Reference ""S70"" in S.Benetti et al. (astro-ph/0309665))"	"alias"	"10"
"photometry"	"timeunit"	"MJD"	"time"	"52355.19"	"band"	"I"	"instrument"	"kait3"	"abmag"	"13.61400"	"aberr"	"0.01600"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52355.19"	"band"	"V"	"instrument"	"kait3"	"abmag"	"13.69000"	"aberr"	"0.04100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52355.27"	"band"	"C"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52355.94"	"band"	"C"	"abmag"	"13.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52355.96"	"band"	"C"	"abmag"	"13.6"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52356.18"	"band"	"R"	"abmag"	"13.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52356.28"	"band"	"C"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52356.37"	"band"	"I"	"abmag"	"13.57"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52356.37"	"band"	"B"	"abmag"	"14.05"	"aberr"	"0.05"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52356.37"	"band"	"V"	"abmag"	"13.68"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52356.85"	"band"	"R"	"abmag"	"13.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52356.95"	"band"	"C"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52357.81"	"band"	"R"	"abmag"	"13.67"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52357.81"	"band"	"R"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52357.82"	"band"	"V"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52357.87"	"band"	"R"	"abmag"	"13.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52358.14"	"band"	"B"	"abmag"	"14.09"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52358.14"	"band"	"I"	"abmag"	"13.63"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52358.14"	"band"	"R"	"abmag"	"13.49"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52358.14"	"band"	"U"	"abmag"	"14.31"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52358.14"	"band"	"V"	"abmag"	"13.61"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52358.25"	"band"	"R"	"instrument"	"kait3"	"abmag"	"13.50500"	"aberr"	"0.01200"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52358.25"	"band"	"V"	"instrument"	"kait3"	"abmag"	"13.63400"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52358.25"	"band"	"I"	"instrument"	"kait3"	"abmag"	"13.68400"	"aberr"	"0.01200"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52358.25"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.02400"	"aberr"	"0.01100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52358.35"	"band"	"I"	"abmag"	"13.67"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52358.35"	"band"	"B"	"abmag"	"14.14"	"aberr"	"0.06"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52358.35"	"band"	"V"	"abmag"	"13.64"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52358.85"	"band"	"R"	"abmag"	"13.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52360.15"	"band"	"B"	"abmag"	"14.12"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52360.15"	"band"	"I"	"abmag"	"13.74"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52360.15"	"band"	"R"	"abmag"	"13.51"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52360.15"	"band"	"U"	"abmag"	"14.52"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52360.15"	"band"	"V"	"abmag"	"13.64"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52360.24"	"band"	"I"	"abmag"	"13.64"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52360.24"	"band"	"B"	"abmag"	"14.23"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52360.24"	"band"	"V"	"abmag"	"13.65"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52360.58"	"band"	"R"	"abmag"	"13.45"	"aberr"	"0.1"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52360.58"	"band"	"I"	"abmag"	"13.77"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52360.58"	"band"	"B"	"abmag"	"14.13"	"aberr"	"0.06"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52360.58"	"band"	"V"	"abmag"	"13.66"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52360.9"	"band"	"R"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52360.94"	"band"	"V"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52361.15"	"band"	"C"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52361.16"	"band"	"B"	"abmag"	"14.2"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52361.16"	"band"	"I"	"abmag"	"13.78"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52361.16"	"band"	"R"	"abmag"	"13.49"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52361.16"	"band"	"U"	"abmag"	"14.58"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52361.16"	"band"	"V"	"abmag"	"13.66"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52361.32"	"band"	"R"	"instrument"	"kait3"	"abmag"	"13.56000"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52361.32"	"band"	"V"	"instrument"	"kait3"	"abmag"	"13.70700"	"aberr"	"0.01900"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52361.32"	"band"	"I"	"instrument"	"kait3"	"abmag"	"13.80500"	"aberr"	"0.03100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52361.32"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.16200"	"aberr"	"0.01300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52361.82"	"band"	"R"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52361.89"	"band"	"R"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52362.09"	"band"	"V"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52362.12"	"band"	"B"	"abmag"	"14.28"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52362.12"	"band"	"I"	"abmag"	"13.76"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52362.12"	"band"	"R"	"abmag"	"13.56"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52362.12"	"band"	"U"	"abmag"	"14.73"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52362.12"	"band"	"V"	"abmag"	"13.69"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52362.24"	"band"	"I"	"abmag"	"13.75"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52362.24"	"band"	"B"	"abmag"	"14.4"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52362.24"	"band"	"V"	"abmag"	"13.77"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52362.42"	"band"	"R"	"instrument"	"kait3"	"abmag"	"13.56000"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52362.42"	"band"	"V"	"instrument"	"kait3"	"abmag"	"13.70400"	"aberr"	"0.01100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52362.42"	"band"	"I"	"instrument"	"kait3"	"abmag"	"13.83600"	"aberr"	"0.01500"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52362.42"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.28100"	"aberr"	"0.01400"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52362.8"	"band"	"C"	"abmag"	"13.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52362.87"	"band"	"C"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52362.92"	"band"	"V"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52363.22"	"band"	"R"	"instrument"	"kait3"	"abmag"	"13.63000"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52363.22"	"band"	"V"	"instrument"	"kait3"	"abmag"	"13.73900"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52363.22"	"band"	"I"	"instrument"	"kait3"	"abmag"	"13.87800"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52363.22"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.30200"	"aberr"	"0.01100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52363.88"	"band"	"C"	"abmag"	"14.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52363.93"	"band"	"V"	"abmag"	"13.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52363.96"	"band"	"R"	"abmag"	"13.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52364.17"	"band"	"C"	"abmag"	"13.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52364.23"	"band"	"R"	"instrument"	"kait3"	"abmag"	"13.66800"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52364.23"	"band"	"V"	"instrument"	"kait3"	"abmag"	"13.77200"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52364.23"	"band"	"I"	"instrument"	"kait3"	"abmag"	"13.96100"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52364.23"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.39900"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52364.8"	"band"	"R"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52364.85"	"band"	"I"	"abmag"	"13.96"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"52364.85"	"band"	"R"	"abmag"	"13.62"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"52364.85"	"band"	"V"	"abmag"	"13.76"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"52364.86"	"band"	"R"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52364.87"	"band"	"C"	"abmag"	"13.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52364.89"	"band"	"C"	"abmag"	"13.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52365.22"	"band"	"R"	"instrument"	"kait3"	"abmag"	"13.73700"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52365.22"	"band"	"V"	"instrument"	"kait3"	"abmag"	"13.83000"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52365.22"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.04000"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52365.22"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.48300"	"aberr"	"0.01200"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52365.8"	"band"	"C"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52365.82"	"band"	"C"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52365.94"	"band"	"C"	"abmag"	"14.2"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52366.09"	"band"	"C"	"abmag"	"14.4"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52366.12"	"band"	"B"	"abmag"	"14.63"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52366.12"	"band"	"I"	"abmag"	"14"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52366.12"	"band"	"R"	"abmag"	"13.83"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52366.12"	"band"	"U"	"abmag"	"15.18"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52366.12"	"band"	"V"	"abmag"	"13.85"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52366.23"	"band"	"R"	"instrument"	"kait3"	"abmag"	"13.82600"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52366.23"	"band"	"V"	"instrument"	"kait3"	"abmag"	"13.85200"	"aberr"	"0.01100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52366.23"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.08800"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52366.23"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.56400"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52366.34"	"band"	"I"	"abmag"	"13.91"	"aberr"	"0.05"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52366.34"	"band"	"B"	"abmag"	"14.64"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52366.34"	"band"	"V"	"abmag"	"14.0"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52366.82"	"band"	"C"	"abmag"	"13.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52366.84"	"band"	"C"	"abmag"	"13.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52366.84"	"band"	"R"	"abmag"	"13.91"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"52366.84"	"band"	"V"	"abmag"	"13.93"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"52366.86"	"band"	"C"	"abmag"	"14.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52367.85"	"band"	"C"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52368.33"	"band"	"R"	"instrument"	"kait3"	"abmag"	"13.99400"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52368.33"	"band"	"V"	"instrument"	"kait3"	"abmag"	"14.00900"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52368.33"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.18100"	"aberr"	"0.01300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52368.33"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.78200"	"aberr"	"0.01300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52368.73924"	"band"	"U"	"abmag"	"15.339"	"aberr"	"0.038"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52368.74244"	"band"	"B"	"abmag"	"14.971"	"aberr"	"0.028"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52368.74492"	"band"	"V"	"abmag"	"14.066"	"aberr"	"0.017"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52368.74671"	"band"	"R"	"abmag"	"13.999"	"aberr"	"0.015"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52368.74815"	"band"	"I"	"abmag"	"14.17"	"aberr"	"0.017"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52368.86"	"band"	"R"	"abmag"	"14.2"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52368.88"	"band"	"C"	"abmag"	"14.2"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52368.89"	"band"	"C"	"abmag"	"14.2"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52368.9"	"band"	"R"	"abmag"	"14.2"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52369.93"	"band"	"R"	"abmag"	"15.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52370.05"	"band"	"B"	"abmag"	"15.07"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52370.05"	"band"	"I"	"abmag"	"14.16"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52370.05"	"band"	"R"	"abmag"	"14.07"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52370.05"	"band"	"U"	"abmag"	"15.71"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52370.05"	"band"	"V"	"abmag"	"14.11"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52370.14"	"band"	"R"	"abmag"	"14.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52370.26"	"band"	"R"	"instrument"	"kait3"	"abmag"	"14.09400"	"aberr"	"0.01600"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52370.26"	"band"	"V"	"instrument"	"kait3"	"abmag"	"14.15800"	"aberr"	"0.01300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52370.26"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.97200"	"aberr"	"0.01800"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52370.75936"	"band"	"B"	"abmag"	"15.187"	"aberr"	"0.018"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52370.76184"	"band"	"V"	"abmag"	"14.222"	"aberr"	"0.017"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52370.76363"	"band"	"R"	"abmag"	"14.096"	"aberr"	"0.026"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52370.76507"	"band"	"I"	"abmag"	"14.155"	"aberr"	"0.027"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52370.81"	"band"	"I"	"abmag"	"14.1"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"52370.81"	"band"	"R"	"abmag"	"14.05"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"52370.81"	"band"	"V"	"abmag"	"14.13"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"52370.85"	"band"	"C"	"abmag"	"14.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52370.9"	"band"	"C"	"abmag"	"14.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52370.94"	"band"	"C"	"abmag"	"14.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52371.07"	"band"	"R"	"abmag"	"14.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52371.15"	"band"	"C"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52372.24"	"band"	"R"	"instrument"	"kait3"	"abmag"	"14.12300"	"aberr"	"0.01300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52372.24"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.13900"	"aberr"	"0.01300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52372.24"	"band"	"V"	"instrument"	"kait3"	"abmag"	"14.26800"	"aberr"	"0.01300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52372.24"	"band"	"B"	"instrument"	"kait3"	"abmag"	"15.18600"	"aberr"	"0.01700"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52372.35"	"band"	"I"	"abmag"	"13.99"	"aberr"	"0.05"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52372.35"	"band"	"B"	"abmag"	"15.36"	"aberr"	"0.06"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52372.35"	"band"	"V"	"abmag"	"14.31"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52372.75906"	"band"	"U"	"abmag"	"15.949"	"aberr"	"0.046"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52372.76228"	"band"	"B"	"abmag"	"15.449"	"aberr"	"0.03"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52372.76477"	"band"	"V"	"abmag"	"14.314"	"aberr"	"0.018"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52372.76657"	"band"	"R"	"abmag"	"14.112"	"aberr"	"0.015"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52372.76802"	"band"	"I"	"abmag"	"14.086"	"aberr"	"0.018"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52372.85"	"band"	"C"	"abmag"	"14.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52372.89"	"band"	"R"	"abmag"	"14.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52372.91"	"band"	"R"	"abmag"	"14.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52372.92"	"band"	"R"	"abmag"	"14.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52373.1"	"band"	"B"	"abmag"	"15.41"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52373.1"	"band"	"I"	"abmag"	"14.35"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52373.1"	"band"	"R"	"abmag"	"14.19"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52373.1"	"band"	"U"	"abmag"	"15.99"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52373.1"	"band"	"V"	"abmag"	"14.33"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52373.71809"	"band"	"B"	"abmag"	"15.528"	"aberr"	"0.016"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52373.72058"	"band"	"V"	"abmag"	"14.351"	"aberr"	"0.012"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52373.72236"	"band"	"R"	"abmag"	"14.112"	"aberr"	"0.012"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52373.7238"	"band"	"I"	"abmag"	"14.046"	"aberr"	"0.013"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52373.98"	"band"	"C"	"abmag"	"14.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52374.39"	"band"	"I"	"abmag"	"13.98"	"aberr"	"0.05"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52374.39"	"band"	"B"	"abmag"	"15.68"	"aberr"	"0.11"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52374.39"	"band"	"V"	"abmag"	"14.47"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52376.08"	"band"	"B"	"abmag"	"15.74"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52376.08"	"band"	"I"	"abmag"	"13.99"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52376.08"	"band"	"R"	"abmag"	"14.16"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52376.08"	"band"	"U"	"abmag"	"16.56"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52376.08"	"band"	"V"	"abmag"	"14.46"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52376.12"	"band"	"C"	"abmag"	"14.4"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52376.22"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.04600"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52376.22"	"band"	"R"	"instrument"	"kait3"	"abmag"	"14.16600"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52376.22"	"band"	"V"	"instrument"	"kait3"	"abmag"	"14.46700"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52376.22"	"band"	"B"	"instrument"	"kait3"	"abmag"	"15.62300"	"aberr"	"0.01300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52376.65575"	"band"	"U"	"abmag"	"16.362"	"aberr"	"0.039"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52376.66324"	"band"	"R"	"abmag"	"14.147"	"aberr"	"0.019"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52376.92"	"band"	"C"	"abmag"	"14.4"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52377.6344"	"band"	"U"	"abmag"	"16.555"	"aberr"	"0.045"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52377.63763"	"band"	"B"	"abmag"	"15.964"	"aberr"	"0.027"	"source"	"4,7"
