"name"	"SN2002ap"
"source"	"name"	"<a href='https://www.nhn.ou.edu/~suspect/'>SUSPECT</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=astro-ph/0307136&amp;db_key=AST'>astro-ph/0307136</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002MNRAS.332L..73G&amp;db_key=AST'>2002MNRAS.332L..73G</a>"	"alias"	"3"
"source"	"name"	"<a href='http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=astro-ph/0304010&amp;db_key=AST'>astro-ph/0304010</a>"	"alias"	"4"
"source"	"name"	"<a href='http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=astro-ph/0209507&amp;db_key=AST'>astro-ph/0209507</a>"	"alias"	"5"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2014ApJS..213...19B'>Bianco et al. 2014</a>"	"alias"	"6"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"7"	"secondary"	"1"
"source"	"name"	"VSNET 2003"	"alias"	"8"
"source"	"name"	"R.J.Foley et al., 2003, PASP, 115, 1220; astro-ph/0307136"	"alias"	"9"
"source"	"name"	"A.Gal-Yam, E.O.Ofek, O.Shemmer, 2002, MNRAS, 332, L73; astro-ph/0204008"	"alias"	"10"
"source"	"name"	"Y.Yoshii et al., 2003, ApJ, 592, 467; astro-ph/0304010"	"alias"	"11"
"source"	"name"	"Unknown,?"	"alias"	"12"
"photometry"	"timeunit"	"MJD"	"time"	"52308.74"	"band"	"C"	"abmag"	"12.9"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.74"	"band"	"R"	"abmag"	"12.53"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.74"	"band"	"R"	"abmag"	"12.6"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.75"	"band"	"B"	"abmag"	"13.15"	"source"	"7,11"
"photometry"	"timeunit"	"MJD"	"time"	"52308.75"	"band"	"C"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.75"	"band"	"R"	"abmag"	"12.51"	"source"	"7,11"
"photometry"	"timeunit"	"MJD"	"time"	"52308.75"	"band"	"U"	"abmag"	"13.19"	"source"	"7,11"
"photometry"	"timeunit"	"MJD"	"time"	"52308.75"	"band"	"V"	"abmag"	"12.3"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.75"	"band"	"V"	"abmag"	"12.55"	"source"	"7,11"
"photometry"	"timeunit"	"MJD"	"time"	"52308.76"	"band"	"C"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.76"	"band"	"R"	"abmag"	"12.9"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.77"	"band"	"C"	"abmag"	"12.75"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.78"	"band"	"C"	"abmag"	"12.8"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.78"	"band"	"V"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.8"	"band"	"B"	"abmag"	"13.2"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.8"	"band"	"R"	"abmag"	"12.65"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.8"	"band"	"U"	"abmag"	"13.29"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.86"	"band"	"I"	"abmag"	"12.67"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.86"	"band"	"R"	"abmag"	"12.72"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.88"	"band"	"R"	"abmag"	"12.8"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.02"	"band"	"C"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.13"	"band"	"V"	"abmag"	"12.318"	"aberr"	"0.028"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52309.13"	"band"	"U"	"abmag"	"12.834"	"aberr"	"0.033"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52309.13"	"band"	"R"	"abmag"	"12.397"	"aberr"	"0.021"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52309.13"	"band"	"B"	"abmag"	"12.786"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52309.13"	"band"	"I"	"abmag"	"12.604"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52309.13"	"band"	"B"	"abmag"	"13.13"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52309.13"	"band"	"I"	"abmag"	"12.73"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52309.13"	"band"	"R"	"abmag"	"12.6"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52309.13"	"band"	"U"	"abmag"	"13.25"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52309.13"	"band"	"V"	"abmag"	"12.58"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52309.2"	"band"	"I"	"abmag"	"12.51"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.25"	"band"	"V"	"abmag"	"12.55"	"aberr"	"0.01"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"52309.25"	"band"	"R"	"abmag"	"12.51"	"aberr"	"0.02"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"52309.25"	"band"	"U"	"abmag"	"13.19"	"aberr"	"0.05"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"52309.25"	"band"	"B"	"abmag"	"13.15"	"aberr"	"0.02"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"52309.39"	"band"	"B"	"abmag"	"13.15"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.4"	"band"	"V"	"abmag"	"12.54"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.41"	"band"	"U"	"abmag"	"13.23"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.42"	"band"	"R"	"abmag"	"12.51"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"U"	"abmag"	"13.255"	"aberr"	"0.055"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"B"	"abmag"	"13.201"	"aberr"	"0.008"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"V"	"abmag"	"12.5404"	"aberr"	"0.004"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"R"	"abmag"	"12.5547"	"aberr"	"0.003"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"B"	"abmag"	"13.34"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"B"	"abmag"	"13.2"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"C"	"abmag"	"12.4"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"I"	"abmag"	"12.97"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"R"	"abmag"	"12.81"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"R"	"abmag"	"12.55"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"U"	"abmag"	"13.54"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"U"	"abmag"	"13.26"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"V"	"abmag"	"12.63"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.71"	"band"	"V"	"abmag"	"12.54"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52309.72"	"band"	"I"	"abmag"	"12.6661"	"aberr"	"0.005"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52309.72"	"band"	"I"	"abmag"	"12.67"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52309.72"	"band"	"V"	"abmag"	"12.74"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.74"	"band"	"C"	"abmag"	"12.9"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.74"	"band"	"R"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.75"	"band"	"C"	"abmag"	"12.8"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.76"	"band"	"C"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.76"	"band"	"R"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.78"	"band"	"C"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.8"	"band"	"B"	"abmag"	"13.13"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.8"	"band"	"R"	"abmag"	"12.54"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.8"	"band"	"U"	"abmag"	"13.26"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52309.88"	"band"	"R"	"abmag"	"12.4"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.01"	"band"	"C"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.02"	"band"	"V"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.06"	"band"	"C"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.12"	"band"	"V"	"abmag"	"12.228"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52310.12"	"band"	"U"	"abmag"	"12.878"	"aberr"	"0.039"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52310.12"	"band"	"R"	"abmag"	"12.28"	"aberr"	"0.015"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52310.12"	"band"	"B"	"abmag"	"12.728"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52310.12"	"band"	"I"	"abmag"	"12.483"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52310.12"	"band"	"B"	"abmag"	"13.08"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52310.12"	"band"	"I"	"abmag"	"12.61"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52310.12"	"band"	"R"	"abmag"	"12.48"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52310.12"	"band"	"U"	"abmag"	"13.29"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52310.12"	"band"	"V"	"abmag"	"12.49"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52310.13"	"band"	"V"	"abmag"	"12.47"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.16"	"band"	"I"	"abmag"	"12.63"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.17"	"band"	"R"	"abmag"	"12.45"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.18"	"band"	"V"	"abmag"	"12.46"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.19"	"band"	"C"	"abmag"	"12.66"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.31"	"band"	"C"	"abmag"	"12.6"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.72"	"band"	"I"	"abmag"	"12.6061"	"aberr"	"0.046"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52310.72"	"band"	"C"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.72"	"band"	"I"	"abmag"	"12.61"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52310.75"	"band"	"B"	"abmag"	"12.72"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.75"	"band"	"R"	"abmag"	"12.06"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.75"	"band"	"V"	"abmag"	"12.08"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.78"	"band"	"B"	"abmag"	"13.34"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.78"	"band"	"C"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.78"	"band"	"I"	"abmag"	"12.83"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.78"	"band"	"R"	"abmag"	"12.68"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.78"	"band"	"U"	"abmag"	"13.52"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.78"	"band"	"V"	"abmag"	"12.47"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.78"	"band"	"V"	"abmag"	"12.57"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.8"	"band"	"B"	"abmag"	"13.1"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.8"	"band"	"R"	"abmag"	"12.42"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.8"	"band"	"U"	"abmag"	"13.34"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52310.81"	"band"	"C"	"abmag"	"12.6"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52311.13"	"band"	"V"	"abmag"	"12.158"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52311.13"	"band"	"U"	"abmag"	"12.921"	"aberr"	"0.039"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52311.13"	"band"	"R"	"abmag"	"12.194"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52311.13"	"band"	"B"	"abmag"	"12.726"	"aberr"	"0.028"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52311.13"	"band"	"I"	"abmag"	"12.384"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52311.13"	"band"	"B"	"abmag"	"13.07"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52311.13"	"band"	"I"	"abmag"	"12.51"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52311.13"	"band"	"R"	"abmag"	"12.39"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52311.13"	"band"	"U"	"abmag"	"13.33"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52311.13"	"band"	"V"	"abmag"	"12.42"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52311.26"	"band"	"C"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52311.45"	"band"	"I"	"abmag"	"12.47"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52311.45"	"band"	"V"	"abmag"	"12.42"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52311.62"	"band"	"V"	"abmag"	"12.42"	"aberr"	"0.03"	"source"	"1,5"
"photometry"	"timeunit"	"MJD"	"time"	"52311.62"	"band"	"R"	"abmag"	"12.39"	"aberr"	"0.04"	"source"	"1,5"
"photometry"	"timeunit"	"MJD"	"time"	"52311.62"	"band"	"B"	"abmag"	"13.12"	"aberr"	"0.02"	"source"	"1,5"
"photometry"	"timeunit"	"MJD"	"time"	"52311.62"	"band"	"I"	"abmag"	"12.46"	"aberr"	"0.02"	"source"	"1,5"
"photometry"	"timeunit"	"MJD"	"time"	"52311.74"	"band"	"B"	"abmag"	"13.4"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52311.74"	"band"	"I"	"abmag"	"12.81"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52311.74"	"band"	"R"	"abmag"	"12.64"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52311.74"	"band"	"U"	"abmag"	"13.71"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52311.74"	"band"	"V"	"abmag"	"12.56"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52311.8"	"band"	"R"	"abmag"	"12.2"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52311.88"	"band"	"C"	"abmag"	"12.8"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.06"	"band"	"C"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.25"	"band"	"C"	"abmag"	"12.4"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.44"	"band"	"B"	"abmag"	"13.07"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.44"	"band"	"I"	"abmag"	"12.41"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.44"	"band"	"V"	"abmag"	"12.4"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.61"	"band"	"V"	"abmag"	"12.42"	"aberr"	"0.03"	"source"	"1,5"
"photometry"	"timeunit"	"MJD"	"time"	"52312.61"	"band"	"R"	"abmag"	"12.33"	"aberr"	"0.03"	"source"	"1,5"
"photometry"	"timeunit"	"MJD"	"time"	"52312.61"	"band"	"B"	"abmag"	"13.16"	"aberr"	"0.03"	"source"	"1,5"
"photometry"	"timeunit"	"MJD"	"time"	"52312.61"	"band"	"I"	"abmag"	"12.42"	"aberr"	"0.03"	"source"	"1,5"
"photometry"	"timeunit"	"MJD"	"time"	"52312.68"	"band"	"V"	"abmag"	"12.35"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.75"	"band"	"B"	"abmag"	"13.2"	"source"	"7,11"
"photometry"	"timeunit"	"MJD"	"time"	"52312.75"	"band"	"B"	"abmag"	"13.41"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.75"	"band"	"I"	"abmag"	"12.71"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.75"	"band"	"R"	"abmag"	"12.24"	"source"	"7,11"
"photometry"	"timeunit"	"MJD"	"time"	"52312.75"	"band"	"R"	"abmag"	"12.56"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.75"	"band"	"U"	"abmag"	"13.82"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.75"	"band"	"U"	"abmag"	"13.58"	"source"	"7,11"
"photometry"	"timeunit"	"MJD"	"time"	"52312.75"	"band"	"V"	"abmag"	"12.38"	"source"	"7,11"
"photometry"	"timeunit"	"MJD"	"time"	"52312.75"	"band"	"V"	"abmag"	"12.51"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.78"	"band"	"R"	"abmag"	"12.2"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.8"	"band"	"C"	"abmag"	"12.4"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.83"	"band"	"C"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.83"	"band"	"R"	"abmag"	"12.4"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.83"	"band"	"R"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52312.86"	"band"	"R"	"abmag"	"12.6"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.01"	"band"	"C"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.03"	"band"	"C"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.05"	"band"	"V"	"abmag"	"12.3"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.08"	"band"	"B"	"abmag"	"13.23"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.08"	"band"	"I"	"abmag"	"12.68"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.08"	"band"	"R"	"abmag"	"12.24"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.08"	"band"	"V"	"abmag"	"12.36"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.12"	"band"	"C"	"abmag"	"12.59"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.25"	"band"	"V"	"abmag"	"12.38"	"aberr"	"0.01"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"52313.25"	"band"	"R"	"abmag"	"12.24"	"aberr"	"0.02"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"52313.25"	"band"	"U"	"abmag"	"13.58"	"aberr"	"0.05"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"52313.25"	"band"	"B"	"abmag"	"13.2"	"aberr"	"0.02"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"52313.25"	"band"	"C"	"abmag"	"12.6"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.72"	"band"	"V"	"abmag"	"12.3534"	"aberr"	"0.004"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52313.72"	"band"	"R"	"abmag"	"12.2437"	"aberr"	"0.004"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52313.72"	"band"	"R"	"abmag"	"12.24"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52313.72"	"band"	"V"	"abmag"	"12.35"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52313.75"	"band"	"C"	"abmag"	"12.6"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.75"	"band"	"C"	"abmag"	"12.68"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.77"	"band"	"R"	"abmag"	"12.2"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.77"	"band"	"R"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.78"	"band"	"V"	"abmag"	"12.37"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.79"	"band"	"R"	"abmag"	"12.2"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.8"	"band"	"V"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.81"	"band"	"I"	"abmag"	"12.23"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.81"	"band"	"R"	"abmag"	"12.65"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.83"	"band"	"R"	"abmag"	"12.2"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.84"	"band"	"C"	"abmag"	"12.45"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.84"	"band"	"C"	"abmag"	"12.46"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.86"	"band"	"C"	"abmag"	"12.45"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.99"	"band"	"B"	"abmag"	"13.05"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.99"	"band"	"C"	"abmag"	"12.32"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52313.99"	"band"	"R"	"abmag"	"12.43"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52314.04"	"band"	"C"	"abmag"	"12.6"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52314.07"	"band"	"V"	"abmag"	"12.3"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52314.12"	"band"	"V"	"abmag"	"12.39"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52314.13"	"band"	"V"	"abmag"	"12.143"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52314.13"	"band"	"U"	"abmag"	"13.35"	"aberr"	"0.034"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52314.13"	"band"	"R"	"abmag"	"12.079"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52314.13"	"band"	"B"	"abmag"	"12.885"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52314.13"	"band"	"I"	"abmag"	"12.24"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52314.13"	"band"	"B"	"abmag"	"13.23"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52314.13"	"band"	"I"	"abmag"	"12.37"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52314.13"	"band"	"R"	"abmag"	"12.28"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52314.13"	"band"	"U"	"abmag"	"13.76"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52314.13"	"band"	"V"	"abmag"	"12.41"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52314.14"	"band"	"I"	"abmag"	"12.38"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52314.15"	"band"	"R"	"abmag"	"12.27"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52314.16"	"band"	"V"	"abmag"	"12.37"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52314.45"	"band"	"C"	"abmag"	"12.8"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52314.46"	"band"	"C"	"abmag"	"12.9"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52314.53"	"band"	"B"	"abmag"	"12.97"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52314.53"	"band"	"R"	"abmag"	"12.47"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52314.53"	"band"	"V"	"abmag"	"12.55"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52314.66"	"band"	"V"	"abmag"	"12.42"	"aberr"	"0.03"	"source"	"1,5"
"photometry"	"timeunit"	"MJD"	"time"	"52314.66"	"band"	"R"	"abmag"	"12.25"	"aberr"	"0.03"	"source"	"1,5"
"photometry"	"timeunit"	"MJD"	"time"	"52314.66"	"band"	"B"	"abmag"	"13.29"	"aberr"	"0.03"	"source"	"1,5"
