"name"	"SN1998aq"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2005ApJ...627..579R'>2005ApJ...627..579R</a>"	"alias"	"2"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"3"	"secondary"	"1"
"source"	"name"	"VSNET 2001"	"alias"	"4"
"source"	"name"	"D.Yu.Tsvetkov, N.N.Pavlyuk. In preparation."	"alias"	"5"
"photometry"	"timeunit"	"MJD"	"time"	"50932.88"	"band"	"C"	"abmag"	"12.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50932.94"	"band"	"C"	"abmag"	"12"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50933.12"	"band"	"C"	"abmag"	"12.49"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50933.57"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50933.62"	"band"	"C"	"abmag"	"12.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50933.87"	"band"	"C"	"abmag"	"12"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50933.88"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50934.263"	"band"	"U"	"abmag"	"11.993"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50934.263"	"band"	"B"	"abmag"	"12.448"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50934.263"	"band"	"V"	"abmag"	"12.499"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50934.263"	"band"	"R"	"abmag"	"12.441"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50934.263"	"band"	"I"	"abmag"	"12.886"	"aberr"	"0.025"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50934.263"	"band"	"U"	"abmag"	"11.981"	"aberr"	"0.012"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50934.263"	"band"	"B"	"abmag"	"12.451"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50934.263"	"band"	"V"	"abmag"	"12.506"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50934.263"	"band"	"R"	"abmag"	"12.451"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50934.263"	"band"	"I"	"abmag"	"12.878"	"aberr"	"0.032"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50934.46"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50934.64"	"band"	"C"	"abmag"	"12"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50934.73"	"band"	"C"	"abmag"	"12.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50934.87"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50934.93"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50935.01"	"band"	"C"	"abmag"	"12.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50935.44"	"band"	"C"	"abmag"	"12"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50936.12"	"band"	"C"	"abmag"	"12.59"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50936.172"	"band"	"U"	"abmag"	"12.118"	"aberr"	"0.041"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50936.172"	"band"	"B"	"abmag"	"12.558"	"aberr"	"0.027"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50936.172"	"band"	"V"	"abmag"	"12.547"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50936.172"	"band"	"R"	"abmag"	"12.529"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50936.172"	"band"	"I"	"abmag"	"12.971"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50936.172"	"band"	"U"	"abmag"	"12.117"	"aberr"	"0.052"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50936.172"	"band"	"B"	"abmag"	"12.560"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50936.172"	"band"	"V"	"abmag"	"12.563"	"aberr"	"0.015"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50936.172"	"band"	"R"	"abmag"	"12.526"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50936.172"	"band"	"I"	"abmag"	"12.966"	"aberr"	"0.027"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50936.28"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50936.64"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50936.93"	"band"	"C"	"abmag"	"11.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50937.0"	"band"	"C"	"abmag"	"12.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50937.11"	"band"	"C"	"abmag"	"12.58"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50937.317"	"band"	"U"	"abmag"	"12.234"	"aberr"	"0.042"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50937.317"	"band"	"B"	"abmag"	"12.634"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50937.317"	"band"	"V"	"abmag"	"12.590"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50937.317"	"band"	"R"	"abmag"	"12.579"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50937.317"	"band"	"I"	"abmag"	"13.091"	"aberr"	"0.038"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50937.317"	"band"	"U"	"abmag"	"12.245"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50937.317"	"band"	"B"	"abmag"	"12.633"	"aberr"	"0.025"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50937.317"	"band"	"V"	"abmag"	"12.597"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50937.317"	"band"	"R"	"abmag"	"12.577"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50937.317"	"band"	"I"	"abmag"	"13.084"	"aberr"	"0.032"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50937.56"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50937.88"	"band"	"C"	"abmag"	"13"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50937.93"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50938.51"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50938.87"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50938.95"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50939.252"	"band"	"U"	"abmag"	"12.453"	"aberr"	"0.052"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50939.252"	"band"	"B"	"abmag"	"12.767"	"aberr"	"0.047"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50939.252"	"band"	"V"	"abmag"	"12.686"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50939.252"	"band"	"R"	"abmag"	"12.715"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50939.252"	"band"	"I"	"abmag"	"13.190"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50939.253"	"band"	"U"	"abmag"	"12.429"	"aberr"	"0.034"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50939.253"	"band"	"B"	"abmag"	"12.778"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50939.253"	"band"	"V"	"abmag"	"12.681"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50939.253"	"band"	"R"	"abmag"	"12.716"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50939.253"	"band"	"I"	"abmag"	"13.199"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50940.0"	"band"	"C"	"abmag"	"12.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50940.92"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50941.04"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50941.86"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50941.88"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50942.02"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50942.92"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50943.06"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50943.07"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50943.89"	"band"	"C"	"abmag"	"12.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50943.91"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50943.96"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50944.28"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50944.87"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50944.88"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50944.93"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50944.98"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50945.01"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50945.8"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50945.93"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50945.96"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50945.97"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50946.28"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50946.28"	"band"	"C"	"abmag"	"13"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50946.86"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50946.96"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50947.17"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50947.58"	"band"	"V"	"abmag"	"13.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50947.8"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50947.87"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50947.88"	"band"	"C"	"abmag"	"13"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50947.89"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50947.91"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50947.94"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50947.99"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50948.28"	"band"	"C"	"abmag"	"13"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50948.84"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50948.88"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50948.88"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50948.89"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50948.91"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50948.92"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50948.94"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50949.0"	"band"	"C"	"abmag"	"13"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50949.201"	"band"	"U"	"abmag"	"13.799"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50949.201"	"band"	"B"	"abmag"	"13.843"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50949.201"	"band"	"V"	"abmag"	"13.286"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50949.201"	"band"	"R"	"abmag"	"13.249"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50949.201"	"band"	"I"	"abmag"	"13.389"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50949.201"	"band"	"U"	"abmag"	"13.812"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50949.201"	"band"	"B"	"abmag"	"13.837"	"aberr"	"0.031"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50949.201"	"band"	"V"	"abmag"	"13.312"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50949.201"	"band"	"R"	"abmag"	"13.303"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50949.201"	"band"	"I"	"abmag"	"13.400"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50949.31"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50949.31"	"band"	"C"	"abmag"	"13.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50949.92"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50949.93"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50949.94"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50950.12"	"band"	"C"	"abmag"	"13.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50950.29"	"band"	"C"	"abmag"	"13.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50950.3"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50950.47"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50950.48"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50950.52"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50950.87"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50950.87"	"band"	"C"	"abmag"	"13.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50950.92"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50950.93"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50951.246"	"band"	"U"	"abmag"	"14.116"	"aberr"	"0.025"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50951.246"	"band"	"B"	"abmag"	"14.118"	"aberr"	"0.021"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50951.246"	"band"	"V"	"abmag"	"13.405"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50951.246"	"band"	"R"	"abmag"	"13.294"	"aberr"	"0.032"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50951.246"	"band"	"I"	"abmag"	"13.336"	"aberr"	"0.030"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50951.246"	"band"	"U"	"abmag"	"14.118"	"aberr"	"0.028"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50951.246"	"band"	"B"	"abmag"	"14.126"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50951.246"	"band"	"V"	"abmag"	"13.417"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50951.246"	"band"	"R"	"abmag"	"13.281"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50951.246"	"band"	"I"	"abmag"	"13.337"	"aberr"	"0.025"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50951.89"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50951.92"	"band"	"C"	"abmag"	"13"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50951.94"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50951.96"	"band"	"C"	"abmag"	"13.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50951.96"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50952.29"	"band"	"C"	"abmag"	"13.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50952.56"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50952.56"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50953.02"	"band"	"C"	"abmag"	"13.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50953.12"	"band"	"C"	"abmag"	"13.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50953.207"	"band"	"U"	"abmag"	"14.416"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50953.207"	"band"	"B"	"abmag"	"14.361"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50953.207"	"band"	"V"	"abmag"	"13.524"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50953.207"	"band"	"R"	"abmag"	"13.308"	"aberr"	"0.028"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50953.207"	"band"	"I"	"abmag"	"13.289"	"aberr"	"0.028"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50953.207"	"band"	"U"	"abmag"	"14.403"	"aberr"	"0.055"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50953.207"	"band"	"B"	"abmag"	"14.369"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50953.207"	"band"	"V"	"abmag"	"13.527"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50953.207"	"band"	"R"	"abmag"	"13.342"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50953.207"	"band"	"I"	"abmag"	"13.289"	"aberr"	"0.025"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50953.5"	"band"	"V"	"abmag"	"13.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50953.52"	"band"	"C"	"abmag"	"13.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50953.53"	"band"	"C"	"abmag"	"12.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50953.6"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50954.54"	"band"	"C"	"abmag"	"13.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50954.55"	"band"	"V"	"abmag"	"13.25"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50954.8"	"band"	"C"	"abmag"	"13"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50955.19"	"band"	"C"	"abmag"	"13.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50955.27"	"band"	"C"	"abmag"	"13.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50955.59"	"band"	"C"	"abmag"	"13.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50955.8"	"band"	"C"	"abmag"	"13.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50955.92"	"band"	"C"	"abmag"	"13.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50955.99"	"band"	"C"	"abmag"	"13.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50955.99"	"band"	"C"	"abmag"	"13.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50956.156"	"band"	"U"	"abmag"	"14.787"	"aberr"	"0.035"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50956.156"	"band"	"B"	"abmag"	"14.686"	"aberr"	"0.031"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50956.156"	"band"	"V"	"abmag"	"13.708"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50956.156"	"band"	"R"	"abmag"	"13.368"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50956.156"	"band"	"I"	"abmag"	"13.226"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50956.157"	"band"	"U"	"abmag"	"14.775"	"aberr"	"0.045"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50956.157"	"band"	"B"	"abmag"	"14.714"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50956.157"	"band"	"V"	"abmag"	"13.667"	"aberr"	"0.032"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50956.157"	"band"	"R"	"abmag"	"13.408"	"aberr"	"0.025"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50956.157"	"band"	"I"	"abmag"	"13.267"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50956.34"	"band"	"C"	"abmag"	"13.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50956.35"	"band"	"C"	"abmag"	"13.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50956.49"	"band"	"C"	"abmag"	"13.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50956.55"	"band"	"C"	"abmag"	"13.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50956.56"	"band"	"C"	"abmag"	"13.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50956.8"	"band"	"C"	"abmag"	"13.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50958.31"	"band"	"C"	"abmag"	"13.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50958.92"	"band"	"C"	"abmag"	"13.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50959.38"	"band"	"C"	"abmag"	"13.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50959.38"	"band"	"C"	"abmag"	"13.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50959.86"	"band"	"C"	"abmag"	"13.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50960.13"	"band"	"C"	"abmag"	"13.64"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50960.196"	"band"	"U"	"abmag"	"15.130"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50960.196"	"band"	"B"	"abmag"	"15.009"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50960.196"	"band"	"V"	"abmag"	"13.892"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50960.196"	"band"	"R"	"abmag"	"13.514"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50960.196"	"band"	"I"	"abmag"	"13.231"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50960.197"	"band"	"U"	"abmag"	"15.132"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50960.197"	"band"	"B"	"abmag"	"15.018"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50960.197"	"band"	"V"	"abmag"	"13.902"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50960.197"	"band"	"R"	"abmag"	"13.536"	"aberr"	"0.040"	"source"	"1,2"
